FileDate,Type,LeadCV,Area,FileTime,_id,Strength,Name,Location,LeadEdge,
29-Oct-2015,2,4088,159,17:22:48,56328e2f182da77ce66b016a,53,4304_FF1234168_0002.csv,267,5,
29-Oct-2015,2,4090,252,17:22:48,56328e2f182da77ce66b016b,52,4304_FF1234168_0002.csv,220,14,
29-Oct-2015,2,4091,209,17:22:48,56328e2f182da77ce66b016c,52,4304_FF1234168_0002.csv,420,13,
29-Oct-2015,2,4057,160,17:22:48,56328e2f182da77ce66b016d,52,4304_FF1234168_0002.csv,2933,6,
29-Oct-2015,2,4089,204,17:22:48,56328e2f182da77ce66b016e,51,4304_FF1234168_0002.csv,224,15,
29-Oct-2015,2,4088,167,17:22:48,56328e2f182da77ce66b016f,51,4304_FF1234168_0002.csv,300,11,
29-Oct-2015,2,4087,155,17:22:48,56328e2f182da77ce66b0170,51,4304_FF1234168_0002.csv,346,14,
29-Oct-2015,2,4090,175,17:22:48,56328e2f182da77ce66b0171,51,4304_FF1234168_0002.csv,348,15,
29-Oct-2015,2,4088,228,17:22:48,56328e2f182da77ce66b0172,51,4304_FF1234168_0002.csv,425,11,
29-Oct-2015,2,4087,314,17:22:48,56328e2f182da77ce66b0173,51,4304_FF1234168_0002.csv,433,4,
29-Oct-2015,2,4088,205,17:22:48,56328e2f182da77ce66b0174,50,4304_FF1234168_0002.csv,353,14,
29-Oct-2015,2,4089,144,17:22:48,56328e2f182da77ce66b0175,50,4304_FF1234168_0002.csv,429,8,
29-Oct-2015,2,4057,132,17:22:48,56328e2f182da77ce66b0176,50,4304_FF1234168_0002.csv,2946,12,
29-Oct-2015,2,4089,140,17:22:48,56328e2f182da77ce66b0177,49,4304_FF1234168_0002.csv,341,13,
29-Oct-2015,2,4090,121,17:22:48,56328e2f182da77ce66b0178,49,4304_FF1234168_0002.csv,396,9,
29-Oct-2015,2,4089,212,17:22:48,56328e2f182da77ce66b0179,49,4304_FF1234168_0002.csv,422,13,
29-Oct-2015,2,4058,144,17:22:48,56328e2f182da77ce66b017a,49,4304_FF1234168_0002.csv,2923,4,
29-Oct-2015,2,4058,319,17:22:48,56328e2f182da77ce66b017b,49,4304_FF1234168_0002.csv,2944,11,
29-Oct-2015,2,4084,93,17:22:48,56328e2f182da77ce66b017c,48,4304_FF1234168_0002.csv,266,3,
29-Oct-2015,2,4089,235,17:22:48,56328e2f182da77ce66b017d,48,4304_FF1234168_0002.csv,357,13,
29-Oct-2015,2,4058,0,17:22:48,56328e2f182da77ce66b017e,48,4304_FF1234168_0002.csv,2965,29,
29-Oct-2015,2,4089,190,17:22:48,56328e2f182da77ce66b017f,47,4304_FF1234168_0002.csv,237,11,
29-Oct-2015,2,4088,202,17:22:48,56328e2f182da77ce66b0180,47,4304_FF1234168_0002.csv,298,12,
29-Oct-2015,2,4058,14,17:22:48,56328e2f182da77ce66b0181,47,4304_FF1234168_0002.csv,2961,24,
29-Oct-2015,2,4091,129,17:22:48,56328e2f182da77ce66b0182,46,4304_FF1234168_0002.csv,43,10,
29-Oct-2015,2,4089,201,17:22:48,56328e2f182da77ce66b0183,46,4304_FF1234168_0002.csv,271,9,
29-Oct-2015,2,4088,86,17:22:48,56328e2f182da77ce66b0184,46,4304_FF1234168_0002.csv,395,8,
29-Oct-2015,2,4089,144,17:22:48,56328e2f182da77ce66b0185,45,4304_FF1234168_0002.csv,211,11,
29-Oct-2015,2,4090,206,17:22:48,56328e2f182da77ce66b0186,45,4304_FF1234168_0002.csv,229,14,
29-Oct-2015,2,4089,180,17:22:48,56328e2f182da77ce66b0187,45,4304_FF1234168_0002.csv,241,8,
29-Oct-2015,2,4089,171,17:22:48,56328e2f182da77ce66b0188,45,4304_FF1234168_0002.csv,279,14,
29-Oct-2015,2,4088,197,17:22:48,56328e2f182da77ce66b0189,45,4304_FF1234168_0002.csv,299,12,
29-Oct-2015,2,4088,215,17:22:48,56328e2f182da77ce66b018a,45,4304_FF1234168_0002.csv,359,13,
29-Oct-2015,2,4089,148,17:22:48,56328e2f182da77ce66b018b,44,4304_FF1234168_0002.csv,242,7,
29-Oct-2015,2,4089,327,17:22:48,56328e2f182da77ce66b018c,44,4304_FF1234168_0002.csv,280,14,
29-Oct-2015,2,4088,171,17:22:48,56328e2f182da77ce66b018d,44,4304_FF1234168_0002.csv,340,13,
29-Oct-2015,2,4088,168,17:22:48,56328e2f182da77ce66b018e,44,4304_FF1234168_0002.csv,347,15,
29-Oct-2015,2,4088,124,17:22:48,56328e2f182da77ce66b018f,44,4304_FF1234168_0002.csv,370,4,
29-Oct-2015,2,4089,166,17:22:48,56328e2f182da77ce66b0190,44,4304_FF1234168_0002.csv,406,14,
29-Oct-2015,2,4087,234,17:22:48,56328e2f182da77ce66b0191,43,4304_FF1234168_0002.csv,277,13,
29-Oct-2015,2,4090,110,17:22:48,56328e2f182da77ce66b0192,43,4304_FF1234168_0002.csv,360,12,
29-Oct-2015,2,4089,134,17:22:48,56328e2f182da77ce66b0193,42,4304_FF1234168_0002.csv,218,14,
29-Oct-2015,2,4088,157,17:22:48,56328e2f182da77ce66b0194,42,4304_FF1234168_0002.csv,273,11,
29-Oct-2015,2,4090,143,17:22:48,56328e2f182da77ce66b0195,42,4304_FF1234168_0002.csv,393,6,
29-Oct-2015,2,4059,74,17:22:48,56328e2f182da77ce66b0196,42,4304_FF1234168_0002.csv,2922,3,
29-Oct-2015,2,4091,86,17:22:48,56328e2f182da77ce66b0197,41,4304_FF1234168_0002.csv,37,14,
29-Oct-2015,2,4089,118,17:22:48,56328e2f182da77ce66b0198,41,4304_FF1234168_0002.csv,204,5,
29-Oct-2015,2,4089,191,17:22:48,56328e2f182da77ce66b0199,41,4304_FF1234168_0002.csv,205,6,
29-Oct-2015,2,4088,169,17:22:48,56328e2f182da77ce66b019a,41,4304_FF1234168_0002.csv,225,15,
29-Oct-2015,2,4089,156,17:22:48,56328e2f182da77ce66b019b,41,4304_FF1234168_0002.csv,369,5,
29-Oct-2015,2,4058,98,17:22:48,56328e2f182da77ce66b019c,41,4304_FF1234168_0002.csv,2950,15,
29-Oct-2015,2,4089,172,17:22:48,56328e2f182da77ce66b019d,40,4304_FF1234168_0002.csv,231,14,
29-Oct-2015,2,4089,132,17:22:48,56328e2f182da77ce66b019e,40,4304_FF1234168_0002.csv,268,6,
29-Oct-2015,2,4089,140,17:22:48,56328e2f182da77ce66b019f,40,4304_FF1234168_0002.csv,336,11,
29-Oct-2015,2,4089,148,17:22:48,56328e2f182da77ce66b01a0,40,4304_FF1234168_0002.csv,352,15,
29-Oct-2015,2,4056,132,17:22:48,56328e2f182da77ce66b01a1,40,4304_FF1234168_0002.csv,2919,3,
29-Oct-2015,2,4057,134,17:22:48,56328e2f182da77ce66b01a2,40,4304_FF1234168_0002.csv,2932,6,
29-Oct-2015,2,4058,114,17:22:48,56328e2f182da77ce66b01a3,40,4304_FF1234168_0002.csv,2948,13,
29-Oct-2015,2,4058,0,17:22:48,56328e2f182da77ce66b01a4,40,4304_FF1234168_0002.csv,2968,33,
29-Oct-2015,2,4088,208,17:22:48,56328e2f182da77ce66b01a5,39,4304_FF1234168_0002.csv,354,14,
29-Oct-2015,2,4057,112,17:22:48,56328e2f182da77ce66b01a6,39,4304_FF1234168_0002.csv,2953,17,
29-Oct-2015,2,4089,226,17:22:48,56328e2f182da77ce66b01a7,38,4304_FF1234168_0002.csv,216,13,
29-Oct-2015,2,4089,179,17:22:48,56328e2f182da77ce66b01a8,38,4304_FF1234168_0002.csv,392,5,
29-Oct-2015,2,4057,133,17:22:48,56328e2f182da77ce66b01a9,38,4304_FF1234168_0002.csv,2935,7,
29-Oct-2015,2,4090,62,17:22:48,56328e2f182da77ce66b01aa,37,4304_FF1234168_0002.csv,49,7,
29-Oct-2015,2,4089,189,17:22:48,56328e2f182da77ce66b01ab,37,4304_FF1234168_0002.csv,274,11,
29-Oct-2015,2,4087,148,17:22:48,56328e2f182da77ce66b01ac,37,4304_FF1234168_0002.csv,345,14,
29-Oct-2015,2,4089,291,17:22:48,56328e2f182da77ce66b01ad,37,4304_FF1234168_0002.csv,361,12,
29-Oct-2015,2,4090,172,17:22:48,56328e2f182da77ce66b01ae,37,4304_FF1234168_0002.csv,398,10,
29-Oct-2015,2,4091,87,17:22:48,56328e2f182da77ce66b01af,36,4304_FF1234168_0002.csv,52,5,
29-Oct-2015,2,4085,221,17:22:48,56328e2f182da77ce66b01b0,36,4304_FF1234168_0002.csv,203,4,
29-Oct-2015,2,4089,145,17:22:48,56328e2f182da77ce66b01b1,36,4304_FF1234168_0002.csv,228,14,
29-Oct-2015,2,4089,98,17:22:48,56328e2f182da77ce66b01b2,36,4304_FF1234168_0002.csv,334,9,
29-Oct-2015,2,4088,139,17:22:48,56328e2f182da77ce66b01b3,36,4304_FF1234168_0002.csv,403,13,
29-Oct-2015,2,4058,137,17:22:48,56328e2f182da77ce66b01b4,36,4304_FF1234168_0002.csv,2937,7,
29-Oct-2015,2,4089,132,17:22:48,56328e2f182da77ce66b01b5,35,4304_FF1234168_0002.csv,270,8,
29-Oct-2015,2,4089,132,17:22:48,56328e2f182da77ce66b01b6,35,4304_FF1234168_0002.csv,331,6,
29-Oct-2015,2,4090,241,17:22:48,56328e2f182da77ce66b01b7,35,4304_FF1234168_0002.csv,427,10,
29-Oct-2015,2,4089,97,17:22:48,56328e2f182da77ce66b01b8,34,4304_FF1234168_0002.csv,335,10,
29-Oct-2015,2,4086,192,17:22:48,56328e2f182da77ce66b01b9,34,4304_FF1234168_0002.csv,419,14,
29-Oct-2015,2,4091,102,17:22:48,56328e2f182da77ce66b01ba,33,4304_FF1234168_0002.csv,53,5,
29-Oct-2015,2,4089,74,17:22:48,56328e2f182da77ce66b01bb,33,4304_FF1234168_0002.csv,304,8,
29-Oct-2015,2,4056,76,17:22:48,56328e2f182da77ce66b01bc,33,4304_FF1234168_0002.csv,2955,19,
29-Oct-2015,2,4078,198,17:22:48,56328e2f182da77ce66b01bd,32,4304_FF1234168_0002.csv,245,3,
29-Oct-2015,2,4090,160,17:22:48,56328e2f182da77ce66b01be,32,4304_FF1234168_0002.csv,428,9,
29-Oct-2015,2,4056,167,17:22:48,56328e2f182da77ce66b01bf,32,4304_FF1234168_0002.csv,2921,3,
29-Oct-2015,2,4057,183,17:22:48,56328e2f182da77ce66b01c0,32,4304_FF1234168_0002.csv,2928,5,
29-Oct-2015,2,4057,115,17:22:48,56328e2f182da77ce66b01c1,31,4304_FF1234168_0002.csv,2951,15,
29-Oct-2015,2,4089,85,17:22:48,56328e2f182da77ce66b01c2,30,4304_FF1234168_0002.csv,305,7,
29-Oct-2015,2,4089,116,17:22:48,56328e2f182da77ce66b01c3,30,4304_FF1234168_0002.csv,333,8,
29-Oct-2015,2,4089,117,17:22:48,56328e2f182da77ce66b01c4,30,4304_FF1234168_0002.csv,397,10,
29-Oct-2015,2,4057,124,17:22:48,56328e2f182da77ce66b01c5,30,4304_FF1234168_0002.csv,2949,14,
29-Oct-2015,2,4074,149,17:22:48,56328e2f182da77ce66b01c6,28,4304_FF1234168_0002.csv,308,3,
29-Oct-2015,2,3879,264,17:22:48,56328e2f182da77ce66b01c7,28,4304_FF1234168_0002.csv,328,3,
29-Oct-2015,2,4088,161,17:22:48,56328e2f182da77ce66b01c8,27,4304_FF1234168_0002.csv,301,10,
29-Oct-2015,2,4057,0,17:22:48,56328e2f182da77ce66b01c9,27,4304_FF1234168_0002.csv,2964,28,
29-Oct-2015,2,4056,120,17:22:48,56328e2f182da77ce66b01ca,26,4304_FF1234168_0002.csv,2942,10,
29-Oct-2015,2,4089,111,17:22:48,56328e2f182da77ce66b01cb,25,4304_FF1234168_0002.csv,332,8,
29-Oct-2015,2,4058,58,17:22:48,56328e2f182da77ce66b01cc,25,4304_FF1234168_0002.csv,2929,5,
29-Oct-2015,2,4058,118,17:22:48,56328e2f182da77ce66b01cd,25,4304_FF1234168_0002.csv,2934,6,
29-Oct-2015,2,4089,84,17:22:48,56328e2f182da77ce66b01ce,23,4304_FF1234168_0002.csv,302,10,
29-Oct-2015,2,4089,98,17:22:48,56328e2f182da77ce66b01cf,23,4304_FF1234168_0002.csv,306,6,
29-Oct-2015,2,4089,104,17:22:48,56328e2f182da77ce66b01d0,23,4304_FF1234168_0002.csv,430,7,
29-Oct-2015,2,4089,96,17:22:48,56328e2f182da77ce66b01d1,22,4304_FF1234168_0002.csv,303,9,
29-Oct-2015,2,4090,106,17:22:48,56328e2f182da77ce66b01d2,20,4304_FF1234168_0002.csv,394,7,
29-Oct-2015,2,4089,107,17:22:48,56328e2f182da77ce66b01d3,19,4304_FF1234168_0002.csv,269,7,
29-Oct-2015,2,4057,33,17:22:48,56328e2f182da77ce66b01d4,19,4304_FF1234168_0002.csv,2966,30,
29-Oct-2015,2,4057,190,17:22:48,56328e2f182da77ce66b01d5,18,4304_FF1234168_0002.csv,2941,9,
29-Oct-2015,2,4089,47,17:22:48,56328e2f182da77ce66b01d6,16,4304_FF1234168_0002.csv,307,4,
29-Oct-2015,2,4057,19,17:22:48,56328e2f182da77ce66b01d7,15,4304_FF1234168_0002.csv,2954,18,
29-Oct-2015,2,4057,183,17:22:48,56328e2f182da77ce66b01d8,15,4304_FF1234168_0002.csv,2967,31,
29-Oct-2015,2,4058,20,17:22:48,56328e2f182da77ce66b01d9,14,4304_FF1234168_0002.csv,2969,34,
29-Oct-2015,2,4056,30,17:22:48,56328e2f182da77ce66b01da,8,4304_FF1234168_0002.csv,2962,25,
29-Oct-2015,0,4091,0,17:22:48,56328e2f182da77ce66b01db,0,4304_FF1234168_0002.csv,6,3627,
29-Oct-2015,2,4058,14,17:22:48,56328e2f182da77ce66b01dc,0,4304_FF1234168_0002.csv,2963,27,
29-Oct-2015,2,4058,40,17:22:48,56328e2f182da77ce66b01dd,0,4304_FF1234168_0002.csv,2970,36,
29-Oct-2015,2,4057,0,17:22:48,56328e2f182da77ce66b01de,0,4304_FF1234168_0002.csv,2971,37,
29-Oct-2015,2,4058,0,17:22:48,56328e2f182da77ce66b01df,0,4304_FF1234168_0002.csv,2972,39,
29-Oct-2015,2,4058,0,17:22:48,56328e2f182da77ce66b01e0,0,4304_FF1234168_0002.csv,2973,41,
29-Oct-2015,2,4058,0,17:22:48,56328e2f182da77ce66b01e1,0,4304_FF1234168_0002.csv,2974,43,
29-Oct-2015,2,4058,0,17:22:48,56328e2f182da77ce66b01e2,0,4304_FF1234168_0002.csv,2975,45,
29-Oct-2015,2,4058,0,17:22:48,56328e2f182da77ce66b01e3,0,4304_FF1234168_0002.csv,2976,47,
29-Oct-2015,2,4058,0,17:22:48,56328e2f182da77ce66b01e4,0,4304_FF1234168_0002.csv,2977,50,
29-Oct-2015,2,4058,0,17:22:48,56328e2f182da77ce66b01e5,0,4304_FF1234168_0002.csv,2978,54,
29-Oct-2015,2,4058,0,17:22:48,56328e2f182da77ce66b01e6,0,4304_FF1234168_0002.csv,2979,58,
29-Oct-2015,2,4057,0,17:22:48,56328e2f182da77ce66b01e7,0,4304_FF1234168_0002.csv,2980,64,
29-Oct-2015,2,4057,0,17:22:48,56328e2f182da77ce66b01e8,0,4304_FF1234168_0002.csv,2981,71,
29-Oct-2015,0,4058,0,17:22:48,56328e2f182da77ce66b01e9,0,4304_FF1234168_0002.csv,2983,3627,
29-Oct-2015,0,4059,0,17:22:48,56328e2f182da77ce66b01ea,0,4304_FF1234168_0002.csv,2984,3627,
29-Oct-2015,0,4060,0,17:22:48,56328e2f182da77ce66b01eb,0,4304_FF1234168_0002.csv,2985,3627,
29-Oct-2015,0,4058,0,17:22:48,56328e2f182da77ce66b01ec,0,4304_FF1234168_0002.csv,2986,3627,
